word0	word1	score	success	speed
ion	pea	0.43302591128678086	0.4519104084321476	2.1449275362318843
ito	sea	0.43302591128678086	0.47035573122529645	2.217391304347826
ani	poe	0.4330259112867808	0.4650856389986825	2.2094861660079053
sao	tie	0.4330259112867808	0.4650856389986825	2.2200263504611333
abo	tie	0.43258673693456307	0.4650856389986825	2.187088274044796
boa	tie	0.43258673693456307	0.47035573122529645	2.230566534914361
abe	ito	0.432586736934563	0.463768115942029	2.177865612648221
ant	poe	0.4321475625823452	0.48616600790513836	2.280632411067194
apt	neo	0.4321475625823452	0.4795783926218709	2.2213438735177866
apt	one	0.4321475625823452	0.49407114624505927	2.316205533596838
nap	toe	0.4321475625823452	0.4769433465085639	2.2476943346508564
nat	poe	0.4321475625823452	0.4756258234519104	2.242424242424242
not	pea	0.4321475625823452	0.4769433465085639	2.2187088274044795
pan	toe	0.4321475625823452	0.46903820816864294	2.2239789196310937
pen	tao	0.4321475625823452	0.4624505928853755	2.1752305665349145
ape	not	0.43214756258234516	0.4914361001317523	2.2951251646903823
ape	ton	0.43214756258234516	0.48616600790513836	2.268774703557312
epa	not	0.43214756258234516	0.49538866930171277	2.300395256916996
epa	ton	0.43214756258234516	0.4901185770750988	2.2859025032938076
neo	pat	0.43214756258234516	0.463768115942029	2.168642951251647
neo	pta	0.43214756258234516	0.4888010540184453	2.262187088274045
neo	tap	0.43214756258234516	0.46903820816864294	2.1897233201581026
oat	pen	0.43214756258234516	0.45322793148880103	2.1515151515151514
one	pat	0.43214756258234516	0.48089591567852435	2.27931488801054
one	pta	0.43214756258234516	0.5059288537549407	2.370223978919631
one	tap	0.43214756258234516	0.48353096179183136	2.2845849802371543
pea	ton	0.43214756258234516	0.4756258234519104	2.2239789196310937
poe	tan	0.43214756258234516	0.46903820816864294	2.22266139657444
age	ito	0.43170838823012736	0.466403162055336	2.2134387351778657
ago	tie	0.43170838823012736	0.46772068511198944	2.2187088274044795
gao	tie	0.43170838823012736	0.4624505928853755	2.1936758893280635
goa	tie	0.43170838823012736	0.46772068511198944	2.204216073781291
air	neo	0.42995169082125606	0.4479578392621871	2.1133069828722
air	one	0.42995169082125606	0.4492753623188406	2.111989459815547
ani	oer	0.42995169082125606	0.44664031620553357	2.0948616600790513
ani	ore	0.42995169082125606	0.4519104084321476	2.110671936758893
ani	roe	0.42995169082125606	0.44664031620553357	2.0922266139657446
are	ion	0.42995169082125606	0.43873517786561267	2.046113306982872
ear	ion	0.42995169082125606	0.4308300395256917	2.018445322793149
era	ion	0.42995169082125606	0.4479578392621871	2.0869565217391304
ian	oer	0.42995169082125606	0.4321475625823452	2.036890645586298
ian	ore	0.42995169082125606	0.4400527009222661	2.0698287220026352
ian	roe	0.42995169082125606	0.4308300395256917	2.028985507246377
ion	rae	0.42995169082125606	0.4308300395256917	2.028985507246377
ira	neo	0.42995169082125606	0.45718050065876153	2.1277997364953887
ira	one	0.42995169082125606	0.4624505928853755	2.152832674571805
ail	toe	0.4295125164690382	0.45849802371541504	2.1488801054018447
ale	ito	0.4295125164690382	0.4743083003952569	2.2134387351778657
ali	toe	0.4295125164690382	0.46772068511198944	2.1936758893280635
ate	oil	0.4295125164690382	0.4598155467720685	2.1383399209486167
eat	oil	0.4295125164690382	0.44664031620553357	2.1093544137022397
eli	tao	0.4295125164690382	0.463768115942029	2.171277997364954
eta	oil	0.4295125164690382	0.46903820816864294	2.168642951251647
ito	lea	0.4295125164690382	0.46772068511198944	2.1818181818181817
lao	tie	0.4295125164690382	0.4519104084321476	2.1264822134387353
lie	tao	0.4295125164690382	0.4519104084321476	2.1251646903820816
oil	tea	0.4295125164690382	0.45454545454545453	2.110671936758893
eli	oat	0.42951251646903815	0.45322793148880103	2.1515151515151514
lie	oat	0.42951251646903815	0.4426877470355731	2.1067193675889326
aim	toe	0.42907334211682036	0.4743083003952569	2.2266139657444004
ami	toe	0.42907334211682036	0.4743083003952569	2.227931488801054
ant	oer	0.42907334211682036	0.463768115942029	2.147562582345191
ant	ore	0.42907334211682036	0.48089591567852435	2.2239789196310937
ant	roe	0.42907334211682036	0.4743083003952569	2.1989459815546772
